"timestamp, тип 55",590,82304.02136138215,25.942526256905264
"timestamp, тип 56",882,79446.50123918561,10.441416961390546
"timestamp, тип 57",970,7674.128849269531,69.64327192376408
"timestamp, тип 58",656,32840.86064781169,29.37883439811149
"timestamp, тип 59",495,29998.424738559443,45.82122217948645
"timestamp, тип 60",605,93147.00699997599,58.033251703146306
"timestamp, тип 61",107,86411.99569446486,69.885027518045
"timestamp, тип 62",427,30221.5501844717,28.825171919939418
"timestamp, тип 63",11,49366.37475472861,78.73271722065083
"timestamp, тип 64",835,62936.44569515926,35.45875301265055
"timestamp, тип 65",780,26942.509188750668,45.516423832208666
"timestamp, тип 66",405,45647.503078665,87.09623920162589
"timestamp, тип 67",970,78933.42196734864,57.344635219873574
"timestamp, тип 68",257,68638.66694608072,24.85743552661676
"timestamp, тип 69",524,86364.65482387764,76.69289677043298
"timestamp, тип 70",466,21609.305476248614,94.12403995589337
"timestamp, тип 71",824,13414.772652780384,19.414309337706047
"timestamp, тип 72",92,9523.317138593839,91.28682234475446
"timestamp, тип 73",561,99982.41240770962,70.27284676952286
"timestamp, тип 74",450,67197.86205102436,24.66836963989619
"timestamp, тип 75",304,89156.25238091867,61.139121905791754
"timestamp, тип 76",708,73436.88396053891,77.81364039974862
"timestamp, тип 77",469,64213.36108796617,11.245250374683044
"timestamp, тип 78",112,97344.88507761896,32.65416832406799
"timestamp, тип 79",643,76932.13553870561,1.733731613411348
"timestamp, тип 80",493,97370.27978574146,11.588044086052353
"timestamp, тип 81",263,7094.92789869722,32.17399219190878
"timestamp, тип 82",908,74977.7638107031,39.3438111359786
"timestamp, тип 83",74,88475.30979177856,49.82767984998524
"timestamp, тип 84",347,27761.38563721424,41.43374843157422
"timestamp, тип 85",943,30895.94122708773,59.01432702060393
"timestamp, тип 86",926,19812.761064258117,28.56827642017577
"timestamp, тип 87",191,42145.93312818516,46.99561570429723
"timestamp, тип 88",150,42027.07110288562,86.09347354000549
"timestamp, тип 89",827,13252.037942558149,37.347552913718786
"timestamp, тип 90",88,59696.11457557167,18.861362351199627
"timestamp, тип 91",321,41449.24955947485,24.598516984786926
"timestamp, тип 92",763,95593.60569814355,69.14084920237046
"timestamp, тип 93",577,50161.6186914757,9.489186553232493
"timestamp, тип 94",197,40063.491109828494,65.57754872260823
"timestamp, тип 95",499,88148.55269418606,7.310964728292011
"timestamp, тип 96",197,5560.1385993429385,72.1363416671243
"timestamp, тип 97",232,55896.19921698582,40.04966149453277
"timestamp, тип 98",878,30325.626725850485,77.48507954026007
"timestamp, тип 99",359,94979.82550206673,47.40806601205694
"timestamp, тип 100",273,96217.26237018613,97.72359015387364
"timestamp, тип 101",107,90898.26487592464,77.30259076170634
"timestamp, тип 102",558,10601.316514321992,37.245256723442374
"timestamp, тип 103",892,24480.00841658098,91.3030033582682
"timestamp, тип 104",517,48446.83473632271,22.067271430843853
"timestamp, тип 105",767,22984.072642106217,95.57745616309705
"timestamp, тип 106",851,51203.72403153067,73.66573176771992
"timestamp, тип 107",269,65534.91938079586,68.34502423647801
"timestamp, тип 108",645,72344.17491278458,53.532299795436046
"timestamp, тип 109",568,16863.1682580326,53.530381124052795
"timestamp, тип 110",644,30942.87969738097,15.850082315830564
"timestamp, тип 111",381,97662.27754698737,64.67550877987182
"timestamp, тип 112",373,94864.64767070395,47.778539449049866
"timestamp, тип 113",615,52863.020431062774,73.27561556141573
"timestamp, тип 114",659,91042.9143674185,75.15415414093324
"timestamp, тип 115",886,81987.04870530443,46.51431161351062
"timestamp, тип 116",387,65225.10795207537,37.03292354344663
"timestamp, тип 117",263,70284.05284020209,68.99890440866544
"timestamp, тип 118",167,67577.59257419495,53.45285060642127
"timestamp, тип 119",901,22459.626399214372,42.53860625100341
"timestamp, тип 120",13,35929.55032330027,74.3765207942045
"timestamp, тип 121",933,9535.456065132952,45.08102848351394
"timestamp, тип 122",258,70412.1173972707,93.22418370214588
"timestamp, тип 123",847,36859.35637601473,52.19800800091516
"timestamp, тип 124",307,64111.640100713135,32.97477301679537
"timestamp, тип 125",311,95984.2930300427,6.360624546304089
"timestamp, тип 126",726,72197.70546221966,22.30479742442935
"timestamp, тип 127",638,97168.05433371772,41.341540437705085
"timestamp, тип 128",166,86402.82798422032,90.933991434121
"timestamp, тип 129",737,86881.39170889517,55.969132370470426
"timestamp, тип 130",70,83443.09828645716,59.67905299931176
"timestamp, тип 131",903,62935.394168052335,77.06893362335198
"timestamp, тип 132",597,31911.87933901773,18.98113814632021
"timestamp, тип 133",542,98641.95173760878,28.506865527508815
"timestamp, тип 134",242,25590.345114884003,19.347999087535772
"timestamp, тип 135",459,43578.94597420916,22.09551374223471
"timestamp, тип 136",896,63923.33143607852,2.5882444437743493
"timestamp, тип 137",892,25837.950128007906,7.543484411518041
"timestamp, тип 138",542,7702.258053851288,85.17531598543336
"timestamp, тип 139",722,35731.704180166234,82.36596347638292
"timestamp, тип 140",848,40079.49331814576,84.53224700459364
"timestamp, тип 141",993,39133.09535922485,42.11231593846787
"timestamp, тип 142",532,40385.58855524363,94.17870168069905
"timestamp, тип 143",134,95530.08785540212,13.703018314860737
"timestamp, тип 144",286,88043.85390424315,34.922342458177255
"timestamp, тип 145",799,33042.601152739335,58.22514291481757
"timestamp, тип 146",23,87973.63898015606,9.556760531250758
"timestamp, тип 147",700,95504.90763928185,6.532169355098993
"timestamp, тип 148",499,25118.1092662008,36.39233423448069
"timestamp, тип 149",822,23547.681220501407,0.6361603378303291
"timestamp, тип 150",445,22655.25631829627,21.137748275515573
"timestamp, тип 151",782,55811.60768743185,77.2778635684108
"timestamp, тип 152",908,86104.20515465275,98.02783857684307
"timestamp, тип 153",675,76441.63798449496,76.39390322634641
"timestamp, тип 154",143,21758.817872351974,74.69095434856987
"timestamp, тип 155",650,25690.050696862025,27.621626180410793
"timestamp, тип 156",155,24099.663653621676,76.92303045589705
"timestamp, тип 157",901,12631.179301634478,57.785409588612346
"timestamp, тип 158",376,18310.808814576012,74.20015912421387
"timestamp, тип 159",581,95879.5711998956,55.35194281141873
"timestamp, тип 160",171,34502.355070279584,44.91491892689325
"timestamp, тип 161",308,45518.82506781372,12.54894162142298
"timestamp, тип 162",612,93293.41374281126,52.435115697338524
"timestamp, тип 163",162,74360.79391228541,14.983751862543938
"timestamp, тип 164",683,39686.8293742803,88.21560401479196
"timestamp, тип 165",582,84939.14487988269,90.24942028701989
"timestamp, тип 166",890,41382.585399549076,13.90052986069376
"timestamp, тип 167",301,66727.77514624978,43.83525009224475
"timestamp, тип 168",228,82960.75638314428,12.88070486156855
"timestamp, тип 169",258,32213.27727369738,93.97690653170442
"timestamp, тип 170",353,40436.016681794,20.887320731678898
"timestamp, тип 171",968,5010.3229921923,10.895953228420739
"timestamp, тип 172",548,16729.554006569302,49.050977294239175
"timestamp, тип 173",648,31840.758118294085,21.11234090459852
"timestamp, тип 174",198,23785.389829415177,67.39942739161076
"timestamp, тип 175",991,27837.756121781953,67.50171161445002
"timestamp, тип 176",824,72335.53456229737,21.962780686720993
"timestamp, тип 177",394,50159.34427062021,76.2164427987352
"timestamp, тип 178",721,12594.729366575599,14.87466921875927
"timestamp, тип 179",861,89459.25515983743,49.85876152275946
"timestamp, тип 180",759,1782.768042731081,91.70107590211046
"timestamp, тип 181",867,20154.377488600087,67.80751182243401
"timestamp, тип 182",824,13696.618865462504,51.496059201889
"timestamp, тип 183",604,85743.90047155974,76.68096685003296
"timestamp, тип 184",112,63581.855458244005,82.94415482964212
"timestamp, тип 185",419,32638.8993034881,36.78559251993485
"timestamp, тип 186",363,27216.50477766586,48.8114647816673
"timestamp, тип 187",48,37968.43769273025,12.86934490040407
"timestamp, тип 188",722,20933.727893961077,22.178517592796275
"timestamp, тип 189",813,18211.949978143402,81.31119007366392
"timestamp, тип 190",355,84373.38435451253,16.842369099806085
"timestamp, тип 191",124,99990.61949330138,76.39490762594741
"timestamp, тип 192",989,78864.017973652,74.09140542509702
"timestamp, тип 193",959,34360.544677811726,26.513884360175847
"timestamp, тип 194",710,65172.526706491495,47.25659358935389
"timestamp, тип 195",405,41045.50380622027,35.91161545148723
"timestamp, тип 196",688,97085.91116481072,31.08768255390798
"timestamp, тип 197",975,69600.26899395337,2.1922676729172603
"timestamp, тип 198",959,57910.58270734399,91.66431501014326
"timestamp, тип 199",513,29919.581676346217,66.64365433808825
"timestamp, тип 200",186,684.5003964041471,34.50534053172133
"timestamp, тип 201",899,33688.1020142698,12.5712879778634
"timestamp, тип 202",870,75963.95465792116,20.738146228611434
"timestamp, тип 203",817,67113.90224052028,68.37030061934493
"timestamp, тип 204",929,32943.48095132354,2.408164650326858
"timestamp, тип 205",822,27480.454302734568,78.19541531908968
"timestamp, тип 206",115,40191.56325988403,50.19923756993804
"timestamp, тип 207",943,20259.207825818696,27.196318982513965
"timestamp, тип 208",404,31008.742602993643,60.67790147050018
"timestamp, тип 209",410,84452.23110850944,29.64355434746421
"timestamp, тип 210",286,92133.1139956865,55.30340213100716
"timestamp, тип 211",699,4556.213230181746,12.624623124516358
"timestamp, тип 212",246,40842.03278790559,5.271876772286996
"timestamp, тип 213",95,974.5812397501944,88.08716588081633
"timestamp, тип 214",263,35953.36178426269,98.89131956030305
"timestamp, тип 215",254,18224.236244787404,54.58377749218845
"timestamp, тип 216",420,75272.74827493772,12.616263487584963
"timestamp, тип 217",291,27982.05778550738,15.117397667903157
"timestamp, тип 218",490,74627.04174932776,35.70384928439998
"timestamp, тип 219",334,23408.08928443324,2.5107248531035316
"timestamp, тип 220",44,79652.98758462771,24.09085245647601
"timestamp, тип 221",833,71793.5784121854,29.074061889709437
"timestamp, тип 222",15,42216.695318467624,8.152860635416586
"timestamp, тип 223",118,59938.81457504638,79.26534028943642
"timestamp, тип 224",866,33544.73460707806,71.63422158478778
"timestamp, тип 225",741,89607.88886253099,1.1377000420020467
"timestamp, тип 226",851,91121.25374488666,1.7539158261750594
"timestamp, тип 227",978,35997.83752825751,62.67834863175117
"timestamp, тип 228",111,584.1778902295246,55.04295519473455
"timestamp, тип 229",267,43384.16477284181,83.25853741069551
"timestamp, тип 230",460,25390.76849160578,29.337832727845292
"timestamp, тип 231",657,456.84248693266596,45.91529830468686
"timestamp, тип 232",974,3387.093842492573,58.97532312740049
"timestamp, тип 233",814,89355.19937567368,88.99326626701887
"timestamp, тип 234",803,3076.598632565865,48.76656102761795
"timestamp, тип 235",721,37738.03569989635,2.361892042676273
"timestamp, тип 236",204,67074.57277994681,41.66008399842109
"timestamp, тип 237",747,31997.082388155584,6.911865928109408
"timestamp, тип 238",13,62219.188537564754,82.43151675214283
"timestamp, тип 239",491,86532.97699821375,3.607403584983724
"timestamp, тип 240",925,39159.66031648603,51.12015454370289
"timestamp, тип 241",458,49631.90261598258,4.910119732233164
"timestamp, тип 242",913,6233.447161565817,58.249770165803035
"timestamp, тип 243",155,70874.5048433567,10.518537631104723
"timestamp, тип 244",840,48422.33282651844,92.5214534022067
"timestamp, тип 245",622,33480.121712176304,23.329023031728404
"timestamp, тип 246",282,23930.861871391568,95.28635521053614
"timestamp, тип 247",820,47032.4126892377,9.781474083331341
"timestamp, тип 248",840,4358.071321667573,12.902778358882507
"timestamp, тип 249",480,96543.35334358994,42.04317388953604
"timestamp, тип 250",449,11185.327277673081,34.18762292391349
"timestamp, тип 251",234,2738.7137899320996,46.9330657524489
"timestamp, тип 252",309,7513.01961755645,8.094084112541253
"timestamp, тип 253",352,71706.45361769953,78.03898398374106
"timestamp, тип 254",149,97714.56751080914,21.518702726621196
"timestamp, тип 255",786,86554.25190231233,26.755451127227698
"timestamp, тип 256",895,3711.5780525561067,60.00915608452906
"timestamp, тип 257",126,95659.50695539879,40.35899784417987
"timestamp, тип 258",593,78116.1862439403,81.65173403402196
"timestamp, тип 259",738,85197.23546993997,98.3616597725884
"timestamp, тип 260",804,43738.703471845765,94.38605949832524
"timestamp, тип 261",123,70136.79075314924,74.52099144606207
"timestamp, тип 262",120,68065.53488983952,6.649759683078563
"timestamp, тип 263",587,85850.60065246452,16.62934862870511
"timestamp, тип 264",24,69148.79515073827,33.729333435803504
"timestamp, тип 265",912,42144.59702145296,47.93522753630728
"timestamp, тип 266",896,63105.95648034829,91.49138014089858
"timestamp, тип 267",485,86394.60288608604,25.54338480986352
"timestamp, тип 268",852,51593.53100041973,81.9750632256539
"timestamp, тип 269",532,59662.218230872786,11.046936572036968
"timestamp, тип 270",19,17202.673010663275,14.740743051967973
"timestamp, тип 271",510,3417.3910695952663,5.4098285037260885
"timestamp, тип 272",402,98779.0993292718,74.89213369006715
"timestamp, тип 273",38,33926.88138524567,30.4267108860961
"timestamp, тип 274",80,64162.48458608996,49.47642959889808
"timestamp, тип 275",117,58049.953666112866,41.807267259651475
"timestamp, тип 276",193,94385.97582141563,36.53925895564916
"timestamp, тип 277",432,55499.56797648262,18.195057800879233
"timestamp, тип 278",107,32133.450973016075,60.49397249239434
"timestamp, тип 279",668,19930.289715575575,36.69851725506257
"timestamp, тип 280",652,26875.40374557947,37.95702076659289
"timestamp, тип 281",687,73034.17729470652,16.52177733789085
"timestamp, тип 282",906,86311.18743110208,49.423528816263236
"timestamp, тип 283",19,83764.32994055247,43.54256250475122
"timestamp, тип 284",615,18736.5056297305,93.9288062297599
"timestamp, тип 285",889,52250.763361498466,78.71556551688013
"timestamp, тип 286",621,63821.649869593806,48.96988817228452
"timestamp, тип 287",875,26563.184888684304,90.92667581958793
"timestamp, тип 288",401,62149.66217030777,21.96950597914112
"timestamp, тип 289",10,60615.88525293372,77.10197108394094
"timestamp, тип 290",831,2080.0045799873214,17.16243309556245
"timestamp, тип 291",230,52228.98736128549,19.88200200929599
"timestamp, тип 292",885,29022.27662174848,98.08496311301225
"timestamp, тип 293",162,17625.519717922125,81.25068602943894
"timestamp, тип 294",919,89639.72390206206,85.18701054317192
"timestamp, тип 295",68,69041.76285213139,68.43397936449028
"timestamp, тип 296",667,80207.38729792126,19.5348805726108
"timestamp, тип 297",36,15621.01547879683,23.56165457752502
"timestamp, тип 298",228,75847.20173099119,42.96816976012676
"timestamp, тип 299",356,48008.845187305684,27.45483770630565
"timestamp, тип 300",148,79046.74611312404,21.672838023278004
"timestamp, тип 301",139,57545.13489508224,18.644542490928636
"timestamp, тип 302",187,98487.66117280247,98.27813815953463
"timestamp, тип 303",544,18967.664501520627,46.72544511927457
"timestamp, тип 304",145,37372.63874856996,54.08031705577294
"timestamp, тип 305",951,49993.617124299526,52.569501305684156
"timestamp, тип 306",341,9383.39446390126,25.68386173244593
"timestamp, тип 307",908,38008.09474558604,62.610606617527246
"timestamp, тип 308",647,77352.53880348576,5.321951542953436
"timestamp, тип 309",443,37564.53776626586,38.14798199109384
"timestamp, тип 310",405,5699.161781644166,71.7327151734869
"timestamp, тип 311",628,51532.93912983397,74.16824127116615
"timestamp, тип 312",38,9907.651532119036,29.85198598291567
"timestamp, тип 313",218,10616.322423049673,1.932056795343136
"timestamp, тип 314",360,55429.342905737605,4.772019876752923
"timestamp, тип 315",33,65152.78664489172,28.823683305528277
"timestamp, тип 316",145,1215.7623127500187,63.665415468690355
"timestamp, тип 317",354,99652.57785537955,18.291750918668424
"timestamp, тип 318",14,7727.959513687974,48.10282180641471
"timestamp, тип 319",63,20894.351725611752,45.45106339919992
"timestamp, тип 320",801,46614.867021073325,49.56348116736386
"timestamp, тип 321",214,12070.559703248437,10.053077258506073
"timestamp, тип 322",191,58508.828148842884,36.18597573287774
"timestamp, тип 323",995,89719.87525070712,75.34555079993444
"timestamp, тип 324",820,26889.682075889283,87.28079427194125
"timestamp, тип 325",3,97832.43355027556,86.68449702472086
"timestamp, тип 326",486,71900.51187278949,34.17775234134032
"timestamp, тип 327",876,72873.02802841419,69.75681207130701
"timestamp, тип 328",331,82113.18068644177,56.795291716851594
"timestamp, тип 329",827,11431.51811635317,50.66891054380755
"timestamp, тип 330",321,89169.8780805252,72.38626168087293
"timestamp, тип 331",664,34385.06906697424,54.259343812603085
"timestamp, тип 332",469,52469.01636940592,3.9864920734477947
"timestamp, тип 333",624,27090.00867200922,60.228611985324854
"timestamp, тип 334",414,87520.5375676732,49.922108611644795
"timestamp, тип 335",513,58651.461493608,9.182745657735028
"timestamp, тип 336",33,86123.61980700005,33.20259574870421
"timestamp, тип 337",443,18601.94971103523,84.37914863032445
"timestamp, тип 338",102,11768.553459292412,45.26704635766614
"timestamp, тип 339",887,99128.35168388963,97.39227742196535
"timestamp, тип 340",642,56889.15065429935,70.07256259243309
"timestamp, тип 341",601,68.97739145787848,0.735336168105469
"timestamp, тип 342",231,49897.16883290856,45.34237629271932
"timestamp, тип 343",754,28198.203383515556,55.91976700551717
"timestamp, тип 344",107,60266.38728462434,0.38852165080961776
"timestamp, тип 345",881,86666.72086332309,50.18743730339272
"timestamp, тип 346",554,1895.3024504539787,66.65931536434125
"timestamp, тип 347",257,59689.84496680694,47.58407321868004
"timestamp, тип 348",733,79937.23112861387,65.23448312721567
"timestamp, тип 349",396,54602.55329751377,25.431292531478586
"timestamp, тип 350",624,82930.39615243954,69.78567248506488
"timestamp, тип 351",422,66151.07285943173,7.651982854508233
"timestamp, тип 352",909,76304.28066097829,20.510629532291922
"timestamp, тип 353",263,81705.66590882042,85.78384242257273
"timestamp, тип 354",46,30065.06526816986,64.49568837241266
"timestamp, тип 355",65,927.9022622553491,51.1662904664608
"timestamp, тип 356",223,76874.46202787428,55.90572419539997
"timestamp, тип 357",141,70650.21464309514,4.582098400330219
"timestamp, тип 358",480,84108.86098091266,53.78588465618508
"timestamp, тип 359",842,84182.09447507074,59.21698615894983
"timestamp, тип 360",92,85950.01745649749,58.42895398093063
"timestamp, тип 361",775,79421.87237878669,86.20713008183778
"timestamp, тип 362",244,17734.59833833227,59.2172104021096
"timestamp, тип 363",834,66046.62093474422,28.87330934338114
"timestamp, тип 364",138,23319.70103146101,93.91251753685204
"timestamp, тип 365",325,10330.142246786909,6.983103677979312
"timestamp, тип 366",933,17921.325580277975,76.48345139149099
"timestamp, тип 367",472,80434.45551104694,60.869493566391235
"timestamp, тип 368",79,77314.35394345752,83.13289075900977
"timestamp, тип 369",557,67248.73481088375,8.094952533511105
"timestamp, тип 370",507,64655.48541482148,59.9706119470465
"timestamp, тип 371",578,42183.59169105175,14.621916097570306
"timestamp, тип 372",401,34394.08347477024,86.3408341528486
"timestamp, тип 373",221,8747.176307163087,73.88230084293163
"timestamp, тип 374",816,36254.70756620465,42.70186125053042
"timestamp, тип 375",133,16549.74154598402,97.80890546672583
"timestamp, тип 376",673,96842.6457027344,20.77068470858482
"timestamp, тип 377",635,61556.5559298321,60.98791729541802
"timestamp, тип 378",487,67994.6952450009,74.32887989646258
"timestamp, тип 379",640,20848.77804937677,87.78811214043427
"timestamp, тип 380",88,54583.37770639242,91.49602325407308
"timestamp, тип 381",915,33893.71580594659,24.96986684222599
"timestamp, тип 382",118,84883.37876945529,23.26347997850571
"timestamp, тип 383",679,58990.527778770156,47.67538980830177
"timestamp, тип 384",78,32834.25329245825,87.49160779089675
"timestamp, тип 385",84,6604.616040941515,97.74413212837133
"timestamp, тип 386",134,72443.51528456034,91.4561125724032
"timestamp, тип 387",307,58574.749832616864,89.84160499259369
"timestamp, тип 388",920,39815.612691676404,92.88233940723235
"timestamp, тип 389",581,7126.855819120049,60.98560511951642
"timestamp, тип 390",475,31855.789840058515,32.21636509314851
"timestamp, тип 391",477,91960.9521736042,39.67486931082411
"timestamp, тип 392",841,12902.61766466998,77.26339553790659
"timestamp, тип 393",698,8470.1862839498,10.889853268813352
"timestamp, тип 394",569,76232.34355038556,98.62939477991902
"timestamp, тип 395",755,35625.44517158523,21.18024679197546
"timestamp, тип 396",569,90423.54798550058,71.91209695313091
"timestamp, тип 397",352,65114.60092807006,27.093593600213328
"timestamp, тип 398",214,49460.40709051913,59.06191436410558
"timestamp, тип 399",812,61742.75104385273,74.48899427986431
"timestamp, тип 400",841,27323.446524737443,71.57765871844474
"timestamp, тип 401",311,61929.74099610075,3.8851449116255683
"timestamp, тип 402",361,78829.62295907545,98.86170967960899
"timestamp, тип 403",938,91964.69721766344,44.70417553475386
"timestamp, тип 404",472,51665.72551862597,37.51181984091254
"timestamp, тип 405",301,75109.23945522742,52.00472825518437
"timestamp, тип 406",703,29458.860506511814,83.79484844267209
"timestamp, тип 407",466,92011.29772587173,30.757255805673534
"timestamp, тип 408",65,48935.89999723933,59.309564269675825
"timestamp, тип 409",931,33117.801626574634,36.773162995902254
"timestamp, тип 410",915,32020.7493367837,62.14552052379815
"timestamp, тип 411",256,35251.554209962116,21.736099002433196
"timestamp, тип 412",849,19036.64735419647,46.01923140748944
"timestamp, тип 413",992,76498.65692051,8.140179262370589
"timestamp, тип 414",218,28030.67528257406,55.18063810582929
"timestamp, тип 415",244,73527.69900482341,97.25427485137571
"timestamp, тип 416",200,18387.10772917333,7.014144828335099
"timestamp, тип 417",451,71784.19691304884,5.800106129636215
"timestamp, тип 418",371,99964.6062976484,69.92090670057055
"timestamp, тип 419",350,78326.02613030895,13.923937404653115
"timestamp, тип 420",405,41890.079052246576,33.20891355858568
"timestamp, тип 421",676,59617.11359278698,66.10840118515577
"timestamp, тип 422",693,42993.890717121576,32.93362216100017
"timestamp, тип 423",731,70449.46693145005,81.77624974772344
"timestamp, тип 424",858,86135.7097187053,84.36846718230369
"timestamp, тип 425",915,19520.873961595797,35.14674238775298
"timestamp, тип 426",141,61643.89530552644,52.9766591540502
"timestamp, тип 427",201,93574.6277495932,82.46877354372909
"timestamp, тип 428",27,54006.306884858626,96.7116431499786
"timestamp, тип 429",803,34016.89402741803,55.6982245580366
"timestamp, тип 430",932,64166.21399280738,13.730272080100969
"timestamp, тип 431",324,11773.820852043997,80.19778116715457
"timestamp, тип 432",208,43661.531314169515,82.83938713688086
"timestamp, тип 433",204,73318.25011474606,79.91412483235872
"timestamp, тип 434",439,59381.29750151338,7.81887861578472
"timestamp, тип 435",654,33726.871916281525,24.937148361752588
"timestamp, тип 436",342,64828.79099758963,18.003470877624355
"timestamp, тип 437",788,32251.40439073768,98.53164391609626
"timestamp, тип 438",98,7658.849430828729,78.74737054758565
"timestamp, тип 439",450,27586.70415183485,49.31721432200741
"timestamp, тип 440",724,95275.90746324138,62.7961139534131
"timestamp, тип 441",882,89939.2204523317,25.49841510551121
"timestamp, тип 442",564,497.3796910171161,56.39241287242547
"timestamp, тип 443",897,3456.006015705225,55.80143348167651
"timestamp, тип 444",416,99560.72999910367,0.6348545395949228
"timestamp, тип 445",80,10478.165039371797,29.942362081591426
"timestamp, тип 446",501,97804.31832080572,87.15102586083847
"timestamp, тип 447",334,47635.78583758429,45.8637955792974
"timestamp, тип 448",583,84746.67726528835,60.95094405177112
"timestamp, тип 449",268,61238.266178019454,20.520472872053077
"timestamp, тип 450",446,5875.0374036021185,42.31667121647991
"timestamp, тип 451",370,59436.43570856733,5.06862511358997
"timestamp, тип 452",298,37255.90206980868,64.04995281011303
"timestamp, тип 453",250,52497.36072809109,8.627316498493226
"timestamp, тип 454",718,82291.59002965609,31.476219065875295
"timestamp, тип 455",518,63.541496526971464,10.13790615380041
"timestamp, тип 456",180,70181.25014519686,79.38975919185042
"timestamp, тип 457",547,23898.83419113294,16.29874464199247
"timestamp, тип 458",51,2849.029699950955,51.112188856004714
"timestamp, тип 459",26,85992.69801826977,27.043680318363833
"timestamp, тип 460",843,51090.48856685196,96.04653798289468
"timestamp, тип 461",594,49334.3855970517,66.65093415280703
"timestamp, тип 462",717,46818.28161427445,93.41653822387146
"timestamp, тип 463",461,78803.11388492238,3.330900935743615
"timestamp, тип 464",344,58936.178126817395,51.75151234298233
"timestamp, тип 465",150,39195.51955565098,5.1364948150457295
"timestamp, тип 466",165,1763.7822206655412,80.08466607488218
"timestamp, тип 467",770,4051.7451350192323,47.55424286794295
"timestamp, тип 468",377,19458.70759724988,50.761860490007535
"timestamp, тип 469",836,23470.847272652984,53.62008151619267
"timestamp, тип 470",934,21612.678346090608,60.22091888394206
"timestamp, тип 471",224,36671.72255090566,92.04501588062605
"timestamp, тип 472",738,62742.16104416919,82.5019249495235
"timestamp, тип 473",890,74822.59590364408,50.16201659990953
"timestamp, тип 474",192,82735.36728384494,3.3176799413487554
"timestamp, тип 475",794,92710.58669627906,63.54848807360794
"timestamp, тип 476",874,74346.64675618992,74.01676771924471
"timestamp, тип 477",822,46390.963231010915,32.207381842216755
"timestamp, тип 478",538,52598.44731259807,26.831335553878652
"timestamp, тип 479",926,31899.760587400626,85.4170355549705
"timestamp, тип 480",938,72446.93694191199,16.805469958279303
"timestamp, тип 481",930,38040.99069063141,76.0108165058584
